# Assembly name:  Bos_taurus_UMD_3.1.1
# Organism name:  Bos taurus (cattle)
# Infraspecific name:  breed=Hereford
# Sex:  pooled male and female
# Taxid:          9913
# BioSample:      SAMN02898106
# BioProject:     PRJNA32899
# Submitter:      Center for Bioinformatics and Computational Biology, University of Maryland
# Date:           2014-11-25
# Assembly type:  haploid
# Release type:   
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    DAAA02
# Assembly method: UMD Overlapper v. 2009; additional processing
# Genome coverage: 9x
# Sequencing technology: Sanger
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000003055.5
# RefSeq assembly accession: GCF_000003055.6
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000001245.5	GCF_000001245.5	Primary Assembly
## 	GCF_000001285.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ChrU_5868399	unplaced-scaffold	na	na	GJ059576.1	=	NW_003100321.1	Primary Assembly	2682	na
ChrU_5871181	unplaced-scaffold	na	na	GJ059577.1	=	NW_003100322.1	Primary Assembly	4438	na
ChrU_5875719	unplaced-scaffold	na	na	GJ059578.1	=	NW_003100323.1	Primary Assembly	5714	na
ChrU_5881533	unplaced-scaffold	na	na	GJ059579.1	=	NW_003100324.1	Primary Assembly	6006	na
ChrU_5887639	unplaced-scaffold	na	na	GJ059580.1	=	NW_003100325.1	Primary Assembly	5698	na
ChrU_5893437	unplaced-scaffold	na	na	GJ059581.1	=	NW_003100326.1	Primary Assembly	1800	na
ChrU_5895337	unplaced-scaffold	na	na	GJ059582.1	=	NW_003100327.1	Primary Assembly	2039	na
ChrU_5897476	unplaced-scaffold	na	na	GJ059583.1	=	NW_003100328.1	Primary Assembly	1638	na
ChrU_5899214	unplaced-scaffold	na	na	GJ059584.1	=	NW_003100329.1	Primary Assembly	2078	na
ChrU_5901392	unplaced-scaffold	na	na	GJ059585.1	=	NW_003100330.1	Primary Assembly	4306	na
ChrU_5905798	unplaced-scaffold	na	na	GJ059586.1	=	NW_003100331.1	Primary Assembly	7089	na
ChrU_5912987	unplaced-scaffold	na	na	GJ059587.1	=	NW_003100332.1	Primary Assembly	3258	na
ChrU_5916345	unplaced-scaffold	na	na	GJ059588.1	=	NW_003100333.1	Primary Assembly	4155	na
ChrU_5920600	unplaced-scaffold	na	na	GJ059589.1	=	NW_003100334.1	Primary Assembly	3202	na
ChrU_5923902	unplaced-scaffold	na	na	GJ059590.1	=	NW_003100335.1	Primary Assembly	3543	na
ChrU_5927545	unplaced-scaffold	na	na	GJ059591.1	=	NW_003100336.1	Primary Assembly	2977	na
ChrU_5930622	unplaced-scaffold	na	na	GJ059592.1	=	NW_003100337.1	Primary Assembly	2010	na
ChrU_5932732	unplaced-scaffold	na	na	GJ059593.1	=	NW_003100338.1	Primary Assembly	28766	na
ChrU_5961598	unplaced-scaffold	na	na	GJ059594.1	=	NW_003100339.1	Primary Assembly	2377	na
ChrU_5964075	unplaced-scaffold	na	na	GJ059595.1	=	NW_003100340.1	Primary Assembly	3015	na
ChrU_5967190	unplaced-scaffold	na	na	GJ059596.1	=	NW_003100341.1	Primary Assembly	11320	na
ChrU_5978610	unplaced-scaffold	na	na	GJ059597.1	=	NW_003100342.1	Primary Assembly	2426	na
ChrU_5981136	unplaced-scaffold	na	na	GJ059598.1	=	NW_003100343.1	Primary Assembly	2101	na
ChrU_5983337	unplaced-scaffold	na	na	GJ059599.1	=	NW_003100344.1	Primary Assembly	2446	na
ChrU_5985883	unplaced-scaffold	na	na	GJ059600.1	=	NW_003100345.1	Primary Assembly	4786	na
ChrU_5990769	unplaced-scaffold	na	na	GJ059601.1	=	NW_003100346.1	Primary Assembly	4314	na
ChrU_5995183	unplaced-scaffold	na	na	GJ059602.1	=	NW_003100347.1	Primary Assembly	1216	na
ChrU_5996499	unplaced-scaffold	na	na	GJ059603.1	=	NW_003100348.1	Primary Assembly	5783	na
ChrU_6002382	unplaced-scaffold	na	na	GJ059604.1	=	NW_003100349.1	Primary Assembly	4535	na
ChrU_6007017	unplaced-scaffold	na	na	GJ059605.1	=	NW_003100350.1	Primary Assembly	2796	na
ChrU_6009913	unplaced-scaffold	na	na	GJ059606.1	=	NW_003100351.1	Primary Assembly	3211	na
ChrU_6013224	unplaced-scaffold	na	na	GJ059607.1	=	NW_003100352.1	Primary Assembly	2595	na
ChrU_6015919	unplaced-scaffold	na	na	GJ059608.1	=	NW_003100353.1	Primary Assembly	4710	na
ChrU_6020729	unplaced-scaffold	na	na	GJ059609.1	=	NW_003100354.1	Primary Assembly	1819	na
ChrU_6022648	unplaced-scaffold	na	na	GJ059610.1	=	NW_003100355.1	Primary Assembly	4011	na
ChrU_6026759	unplaced-scaffold	na	na	GJ059611.1	=	NW_003100356.1	Primary Assembly	6212	na
ChrU_6033071	unplaced-scaffold	na	na	GJ059612.1	=	NW_003100357.1	Primary Assembly	4173	na
ChrU_6037344	unplaced-scaffold	na	na	GJ059613.1	=	NW_003100358.1	Primary Assembly	3685	na
ChrU_6041129	unplaced-scaffold	na	na	GJ059614.1	=	NW_003100359.1	Primary Assembly	9093	na
ChrU_6050322	unplaced-scaffold	na	na	GJ059615.1	=	NW_003100360.1	Primary Assembly	5654	na
ChrU_6056076	unplaced-scaffold	na	na	GJ059616.1	=	NW_003100361.1	Primary Assembly	8105	na
ChrU_6064281	unplaced-scaffold	na	na	GJ059617.1	=	NW_003100362.1	Primary Assembly	6075	na
ChrU_6070456	unplaced-scaffold	na	na	GJ059618.1	=	NW_003100363.1	Primary Assembly	3151	na
ChrU_6073707	unplaced-scaffold	na	na	GJ059619.1	=	NW_003100364.1	Primary Assembly	3570	na
ChrU_6077377	unplaced-scaffold	na	na	GJ059620.1	=	NW_003100365.1	Primary Assembly	5799	na
ChrU_6083276	unplaced-scaffold	na	na	GJ059621.1	=	NW_003100366.1	Primary Assembly	6700	na
ChrU_6090076	unplaced-scaffold	na	na	GJ059622.1	=	NW_003100367.1	Primary Assembly	5465	na
ChrU_6095641	unplaced-scaffold	na	na	GJ059623.1	=	NW_003100368.1	Primary Assembly	2364	na
ChrU_6098105	unplaced-scaffold	na	na	GJ059624.1	=	NW_003100369.1	Primary Assembly	3553	na
ChrU_6101758	unplaced-scaffold	na	na	GJ059625.1	=	NW_003100370.1	Primary Assembly	3657	na
ChrU_6105515	unplaced-scaffold	na	na	GJ059626.1	=	NW_003100371.1	Primary Assembly	6795	na
ChrU_6112410	unplaced-scaffold	na	na	GJ059627.1	=	NW_003100372.1	Primary Assembly	2098	na
ChrU_6114608	unplaced-scaffold	na	na	GJ059628.1	=	NW_003100373.1	Primary Assembly	4855	na
ChrU_6119563	unplaced-scaffold	na	na	GJ059629.1	=	NW_003100374.1	Primary Assembly	2998	na
ChrU_6122661	unplaced-scaffold	na	na	GJ059630.1	=	NW_003100375.1	Primary Assembly	3219	na
ChrU_6125980	unplaced-scaffold	na	na	GJ059631.1	=	NW_003100376.1	Primary Assembly	3130	na
ChrU_6129210	unplaced-scaffold	na	na	GJ059632.1	=	NW_003100377.1	Primary Assembly	3370	na
ChrU_6132680	unplaced-scaffold	na	na	GJ059633.1	=	NW_003100378.1	Primary Assembly	1273	na
ChrU_6134053	unplaced-scaffold	na	na	GJ059634.1	=	NW_003100379.1	Primary Assembly	4730	na
ChrU_6138883	unplaced-scaffold	na	na	GJ059635.1	=	NW_003100380.1	Primary Assembly	2914	na
ChrU_6141897	unplaced-scaffold	na	na	GJ059636.1	=	NW_003100381.1	Primary Assembly	2613	na
ChrU_6144610	unplaced-scaffold	na	na	GJ059637.1	=	NW_003100382.1	Primary Assembly	3395	na
ChrU_6148105	unplaced-scaffold	na	na	GJ059638.1	=	NW_003100383.1	Primary Assembly	5123	na
ChrU_6153328	unplaced-scaffold	na	na	GJ059639.1	=	NW_003100384.1	Primary Assembly	3171	na
ChrU_6156599	unplaced-scaffold	na	na	GJ059640.1	=	NW_003100385.1	Primary Assembly	3837	na
ChrU_6160536	unplaced-scaffold	na	na	GJ059641.1	=	NW_003100386.1	Primary Assembly	4244	na
ChrU_6164880	unplaced-scaffold	na	na	GJ059642.1	=	NW_003100387.1	Primary Assembly	9951	na
ChrU_6174931	unplaced-scaffold	na	na	GJ059643.1	=	NW_003100388.1	Primary Assembly	1503	na
ChrU_6176534	unplaced-scaffold	na	na	GJ059644.1	=	NW_003100389.1	Primary Assembly	4275	na
ChrU_6180909	unplaced-scaffold	na	na	GJ059645.1	=	NW_003100390.1	Primary Assembly	1929	na
ChrU_6182938	unplaced-scaffold	na	na	GJ059646.1	=	NW_003100391.1	Primary Assembly	1664	na
ChrU_6184702	unplaced-scaffold	na	na	GJ059647.1	=	NW_003100392.1	Primary Assembly	1665	na
ChrU_6186467	unplaced-scaffold	na	na	GJ059648.1	=	NW_003100393.1	Primary Assembly	4537	na
ChrU_6191104	unplaced-scaffold	na	na	GJ059649.1	=	NW_003100394.1	Primary Assembly	3486	na
ChrU_6194690	unplaced-scaffold	na	na	GJ059650.1	=	NW_003100395.1	Primary Assembly	4040	na
ChrU_6198830	unplaced-scaffold	na	na	GJ059651.1	=	NW_003100396.1	Primary Assembly	4464	na
ChrU_6203394	unplaced-scaffold	na	na	GJ059652.1	=	NW_003100397.1	Primary Assembly	3219	na
ChrU_6206713	unplaced-scaffold	na	na	GJ059653.1	=	NW_003100398.1	Primary Assembly	3708	na
ChrU_6210521	unplaced-scaffold	na	na	GJ059654.1	=	NW_003100399.1	Primary Assembly	3218	na
ChrU_6213839	unplaced-scaffold	na	na	GJ059655.1	=	NW_003100400.1	Primary Assembly	1733	na
ChrU_6215672	unplaced-scaffold	na	na	GJ059656.1	=	NW_003100401.1	Primary Assembly	7334	na
ChrU_6223106	unplaced-scaffold	na	na	GJ059657.1	=	NW_003100402.1	Primary Assembly	2542	na
ChrU_6225748	unplaced-scaffold	na	na	GJ059658.1	=	NW_003100403.1	Primary Assembly	4349	na
ChrU_6230197	unplaced-scaffold	na	na	GJ059659.1	=	NW_003100404.1	Primary Assembly	3021	na
ChrU_6233318	unplaced-scaffold	na	na	GJ059660.1	=	NW_003100405.1	Primary Assembly	3189	na
ChrU_6236607	unplaced-scaffold	na	na	GJ059661.1	=	NW_003100406.1	Primary Assembly	1903	na
ChrU_6238610	unplaced-scaffold	na	na	GJ059662.1	=	NW_003100407.1	Primary Assembly	1835	na
ChrU_6240545	unplaced-scaffold	na	na	GJ059663.1	=	NW_003100408.1	Primary Assembly	7969	na
ChrU_6248614	unplaced-scaffold	na	na	GJ059664.1	=	NW_003100409.1	Primary Assembly	1925	na
ChrU_6250639	unplaced-scaffold	na	na	GJ059665.1	=	NW_003100410.1	Primary Assembly	6381	na
ChrU_6257120	unplaced-scaffold	na	na	GJ059666.1	=	NW_003100411.1	Primary Assembly	3131	na
ChrU_6260351	unplaced-scaffold	na	na	GJ059667.1	=	NW_003100412.1	Primary Assembly	9801	na
ChrU_6270252	unplaced-scaffold	na	na	GJ059668.1	=	NW_003100413.1	Primary Assembly	4987	na
ChrU_6275339	unplaced-scaffold	na	na	GJ059669.1	=	NW_003100414.1	Primary Assembly	4395	na
ChrU_6279834	unplaced-scaffold	na	na	GJ059670.1	=	NW_003100415.1	Primary Assembly	22041	na
ChrU_6301975	unplaced-scaffold	na	na	GJ059671.1	=	NW_003100416.1	Primary Assembly	20423	na
ChrU_6322498	unplaced-scaffold	na	na	GJ059672.1	=	NW_003100417.1	Primary Assembly	4563	na
ChrU_6327161	unplaced-scaffold	na	na	GJ059673.1	=	NW_003100418.1	Primary Assembly	3144	na
ChrU_6330405	unplaced-scaffold	na	na	GJ059674.1	=	NW_003100419.1	Primary Assembly	2385	na
ChrU_6332890	unplaced-scaffold	na	na	GJ059675.1	=	NW_003100420.1	Primary Assembly	1964	na
ChrU_6334954	unplaced-scaffold	na	na	GJ059676.1	=	NW_003100421.1	Primary Assembly	6256	na
ChrU_6341310	unplaced-scaffold	na	na	GJ059677.1	=	NW_003100422.1	Primary Assembly	4909	na
ChrU_6346319	unplaced-scaffold	na	na	GJ059678.1	=	NW_003100423.1	Primary Assembly	2681	na
ChrU_6349100	unplaced-scaffold	na	na	GJ059679.1	=	NW_003100424.1	Primary Assembly	1904	na
ChrU_6351104	unplaced-scaffold	na	na	GJ059680.1	=	NW_003100425.1	Primary Assembly	9634	na
ChrU_6360838	unplaced-scaffold	na	na	GJ059681.1	=	NW_003100426.1	Primary Assembly	5368	na
ChrU_6366306	unplaced-scaffold	na	na	GJ059682.1	=	NW_003100427.1	Primary Assembly	8845	na
ChrU_6375251	unplaced-scaffold	na	na	GJ059683.1	=	NW_003100428.1	Primary Assembly	4931	na
ChrU_6380282	unplaced-scaffold	na	na	GJ059684.1	=	NW_003100429.1	Primary Assembly	3644	na
ChrU_6384026	unplaced-scaffold	na	na	GJ059685.1	=	NW_003100430.1	Primary Assembly	3885	na
ChrU_6388011	unplaced-scaffold	na	na	GJ059686.1	=	NW_003100431.1	Primary Assembly	2388	na
ChrU_6390499	unplaced-scaffold	na	na	GJ059687.1	=	NW_003100432.1	Primary Assembly	17759	na
ChrU_6408358	unplaced-scaffold	na	na	GJ059688.1	=	NW_003100433.1	Primary Assembly	2462	na
ChrU_6410920	unplaced-scaffold	na	na	GJ059689.1	=	NW_003100434.1	Primary Assembly	3957	na
ChrU_6414977	unplaced-scaffold	na	na	GJ059690.1	=	NW_003100435.1	Primary Assembly	1643	na
ChrU_6416720	unplaced-scaffold	na	na	GJ059691.1	=	NW_003100436.1	Primary Assembly	1759	na
ChrU_6418579	unplaced-scaffold	na	na	GJ059692.1	=	NW_003100437.1	Primary Assembly	2587	na
ChrU_6421266	unplaced-scaffold	na	na	GJ059693.1	=	NW_003100438.1	Primary Assembly	1561	na
ChrU_6422927	unplaced-scaffold	na	na	GJ059694.1	=	NW_003100439.1	Primary Assembly	4652	na
ChrU_6427679	unplaced-scaffold	na	na	GJ059695.1	=	NW_003100440.1	Primary Assembly	4003	na
ChrU_6431782	unplaced-scaffold	na	na	GJ059696.1	=	NW_003100441.1	Primary Assembly	8047	na
ChrU_6439929	unplaced-scaffold	na	na	GJ059697.1	=	NW_003100442.1	Primary Assembly	10562	na
ChrU_6450591	unplaced-scaffold	na	na	GJ059698.1	=	NW_003100443.1	Primary Assembly	3598	na
ChrU_6454289	unplaced-scaffold	na	na	GJ059699.1	=	NW_003100444.1	Primary Assembly	3073	na
ChrU_6457462	unplaced-scaffold	na	na	GJ059700.1	=	NW_003100445.1	Primary Assembly	3632	na
ChrU_6461194	unplaced-scaffold	na	na	GJ059701.1	=	NW_003100446.1	Primary Assembly	2952	na
ChrU_6464246	unplaced-scaffold	na	na	GJ059702.1	=	NW_003100447.1	Primary Assembly	3473	na
ChrU_6467819	unplaced-scaffold	na	na	GJ059703.1	=	NW_003100448.1	Primary Assembly	4133	na
ChrU_6472052	unplaced-scaffold	na	na	GJ059704.1	=	NW_003100449.1	Primary Assembly	4225	na
ChrU_6476377	unplaced-scaffold	na	na	GJ059705.1	=	NW_003100450.1	Primary Assembly	3792	na
ChrU_6480269	unplaced-scaffold	na	na	GJ059706.1	=	NW_003100451.1	Primary Assembly	2292	na
ChrU_6482661	unplaced-scaffold	na	na	GJ059707.1	=	NW_003100452.1	Primary Assembly	7689	na
ChrU_6490450	unplaced-scaffold	na	na	GJ059708.1	=	NW_003100453.1	Primary Assembly	16088	na
ChrU_6506638	unplaced-scaffold	na	na	GJ059709.1	=	NW_003100454.1	Primary Assembly	6584	na
ChrU_6513322	unplaced-scaffold	na	na	GJ059710.1	=	NW_003100455.1	Primary Assembly	2784	na
ChrU_6516206	unplaced-scaffold	na	na	GJ059711.1	=	NW_003100456.1	Primary Assembly	2500	na
ChrU_6518806	unplaced-scaffold	na	na	GJ059712.1	=	NW_003100457.1	Primary Assembly	4973	na
ChrU_6523879	unplaced-scaffold	na	na	GJ059713.1	=	NW_003100458.1	Primary Assembly	1951	na
ChrU_6525930	unplaced-scaffold	na	na	GJ059714.1	=	NW_003100459.1	Primary Assembly	2619	na
ChrU_6528649	unplaced-scaffold	na	na	GJ059715.1	=	NW_003100460.1	Primary Assembly	5536	na
ChrU_6534285	unplaced-scaffold	na	na	GJ059716.1	=	NW_003100461.1	Primary Assembly	2642	na
ChrU_6537027	unplaced-scaffold	na	na	GJ059717.1	=	NW_003100462.1	Primary Assembly	2296	na
ChrU_6539423	unplaced-scaffold	na	na	GJ059718.1	=	NW_003100463.1	Primary Assembly	4375	na
ChrU_6543898	unplaced-scaffold	na	na	GJ059719.1	=	NW_003100464.1	Primary Assembly	4134	na
ChrU_6548132	unplaced-scaffold	na	na	GJ059720.1	=	NW_003100465.1	Primary Assembly	2582	na
ChrU_6550814	unplaced-scaffold	na	na	GJ059721.1	=	NW_003100466.1	Primary Assembly	4469	na
ChrU_6555383	unplaced-scaffold	na	na	GJ059722.1	=	NW_003100467.1	Primary Assembly	5025	na
ChrU_6560508	unplaced-scaffold	na	na	GJ059723.1	=	NW_003100468.1	Primary Assembly	4111	na
ChrU_6564719	unplaced-scaffold	na	na	GJ059724.1	=	NW_003100469.1	Primary Assembly	17318	na
ChrU_6582137	unplaced-scaffold	na	na	GJ059725.1	=	NW_003100470.1	Primary Assembly	1887	na
ChrU_6584124	unplaced-scaffold	na	na	GJ059726.1	=	NW_003100471.1	Primary Assembly	3899	na
ChrU_6588123	unplaced-scaffold	na	na	GJ059727.1	=	NW_003100472.1	Primary Assembly	2852	na
ChrU_6591075	unplaced-scaffold	na	na	GJ059728.1	=	NW_003100473.1	Primary Assembly	3085	na
ChrU_6594260	unplaced-scaffold	na	na	GJ059729.1	=	NW_003100474.1	Primary Assembly	2578	na
ChrU_6596938	unplaced-scaffold	na	na	GJ059730.1	=	NW_003100475.1	Primary Assembly	3235	na
ChrU_6600273	unplaced-scaffold	na	na	GJ059731.1	=	NW_003100476.1	Primary Assembly	3080	na
ChrU_6603453	unplaced-scaffold	na	na	GJ059732.1	=	NW_003100477.1	Primary Assembly	8382	na
ChrU_6611935	unplaced-scaffold	na	na	GJ059733.1	=	NW_003100478.1	Primary Assembly	3909	na
ChrU_6615944	unplaced-scaffold	na	na	GJ059734.1	=	NW_003100479.1	Primary Assembly	2280	na
ChrU_6618324	unplaced-scaffold	na	na	GJ059735.1	=	NW_003100480.1	Primary Assembly	1802	na
ChrU_6620226	unplaced-scaffold	na	na	GJ059736.1	=	NW_003100481.1	Primary Assembly	3399	na
ChrU_6623725	unplaced-scaffold	na	na	GJ059737.1	=	NW_003100482.1	Primary Assembly	2340	na
ChrU_6626165	unplaced-scaffold	na	na	GJ059738.1	=	NW_003100483.1	Primary Assembly	2754	na
ChrU_6629019	unplaced-scaffold	na	na	GJ059739.1	=	NW_003100484.1	Primary Assembly	5938	na
ChrU_6635057	unplaced-scaffold	na	na	GJ059740.1	=	NW_003100485.1	Primary Assembly	4569	na
ChrU_6639726	unplaced-scaffold	na	na	GJ059741.1	=	NW_003100486.1	Primary Assembly	4791	na
ChrU_6644617	unplaced-scaffold	na	na	GJ059742.1	=	NW_003100487.1	Primary Assembly	20419	na
ChrU_6665136	unplaced-scaffold	na	na	GJ059743.1	=	NW_003100488.1	Primary Assembly	8866	na
ChrU_6674102	unplaced-scaffold	na	na	GJ059744.1	=	NW_003100489.1	Primary Assembly	3170	na
ChrU_6677372	unplaced-scaffold	na	na	GJ059745.1	=	NW_003100490.1	Primary Assembly	1452	na
ChrU_6678924	unplaced-scaffold	na	na	GJ059746.1	=	NW_003100491.1	Primary Assembly	4519	na
ChrU_6689472	unplaced-scaffold	na	na	GJ059748.1	=	NW_003100493.1	Primary Assembly	13335	na
ChrU_6702907	unplaced-scaffold	na	na	GJ059749.1	=	NW_003100494.1	Primary Assembly	20690	na
ChrU_6723697	unplaced-scaffold	na	na	GJ059750.1	=	NW_003100495.1	Primary Assembly	6341	na
ChrU_6730138	unplaced-scaffold	na	na	GJ059751.1	=	NW_003100496.1	Primary Assembly	20104	na
ChrU_6750342	unplaced-scaffold	na	na	GJ059752.1	=	NW_003100497.1	Primary Assembly	6073	na
ChrU_6756515	unplaced-scaffold	na	na	GJ059753.1	=	NW_003100498.1	Primary Assembly	21921	na
ChrU_6778536	unplaced-scaffold	na	na	GJ059754.1	=	NW_003100499.1	Primary Assembly	14203	na
ChrU_6792839	unplaced-scaffold	na	na	GJ059755.1	=	NW_003100500.1	Primary Assembly	5768	na
ChrU_6798707	unplaced-scaffold	na	na	GJ059756.1	=	NW_003100501.1	Primary Assembly	9138	na
ChrU_6807945	unplaced-scaffold	na	na	GJ059757.1	=	NW_003100502.1	Primary Assembly	15882	na
ChrU_6823927	unplaced-scaffold	na	na	GJ059758.1	=	NW_003100503.1	Primary Assembly	11151	na
ChrU_6835178	unplaced-scaffold	na	na	GJ059759.1	=	NW_003100504.1	Primary Assembly	2307	na
ChrU_6837585	unplaced-scaffold	na	na	GJ059760.1	=	NW_003100505.1	Primary Assembly	1602	na
ChrU_6839287	unplaced-scaffold	na	na	GJ059761.1	=	NW_003100506.1	Primary Assembly	16830	na
ChrU_6856217	unplaced-scaffold	na	na	GJ059762.1	=	NW_003100507.1	Primary Assembly	8597	na
ChrU_6864914	unplaced-scaffold	na	na	GJ059763.1	=	NW_003100508.1	Primary Assembly	9010	na
ChrU_6874024	unplaced-scaffold	na	na	GJ059764.1	=	NW_003100509.1	Primary Assembly	10298	na
ChrU_6884422	unplaced-scaffold	na	na	GJ059765.1	=	NW_003100510.1	Primary Assembly	5643	na
ChrU_6890165	unplaced-scaffold	na	na	GJ059766.1	=	NW_003100511.1	Primary Assembly	58990	na
ChrU_6949255	unplaced-scaffold	na	na	GJ059767.1	=	NW_003100512.1	Primary Assembly	4414	na
ChrU_6953769	unplaced-scaffold	na	na	GJ059768.1	=	NW_003100513.1	Primary Assembly	5991	na
ChrU_6959860	unplaced-scaffold	na	na	GJ059769.1	=	NW_003100514.1	Primary Assembly	11919	na
ChrU_6971879	unplaced-scaffold	na	na	GJ059770.1	=	NW_003100515.1	Primary Assembly	7445	na
ChrU_6979424	unplaced-scaffold	na	na	GJ059771.1	=	NW_003100516.1	Primary Assembly	13374	na
ChrU_6992898	unplaced-scaffold	na	na	GJ059772.1	=	NW_003100517.1	Primary Assembly	2418	na
ChrU_6995416	unplaced-scaffold	na	na	GJ059773.1	=	NW_003100518.1	Primary Assembly	2757	na
ChrU_6998273	unplaced-scaffold	na	na	GJ059774.1	=	NW_003100519.1	Primary Assembly	12005	na
ChrU_7010378	unplaced-scaffold	na	na	GJ059775.1	=	NW_003100520.1	Primary Assembly	2239	na
ChrU_7012717	unplaced-scaffold	na	na	GJ059776.1	=	NW_003100521.1	Primary Assembly	7829	na
ChrU_7020646	unplaced-scaffold	na	na	GJ059777.1	=	NW_003100522.1	Primary Assembly	3433	na
ChrU_7024179	unplaced-scaffold	na	na	GJ059778.1	=	NW_003100523.1	Primary Assembly	8033	na
ChrU_7032312	unplaced-scaffold	na	na	GJ059779.1	=	NW_003100524.1	Primary Assembly	3054	na
ChrU_7035466	unplaced-scaffold	na	na	GJ059780.1	=	NW_003100525.1	Primary Assembly	3146	na
ChrU_7038712	unplaced-scaffold	na	na	GJ059781.1	=	NW_003100526.1	Primary Assembly	9715	na
ChrU_7048527	unplaced-scaffold	na	na	GJ059782.1	=	NW_003100527.1	Primary Assembly	14398	na
ChrU_7063025	unplaced-scaffold	na	na	GJ059783.1	=	NW_003100528.1	Primary Assembly	4826	na
ChrU_7067951	unplaced-scaffold	na	na	GJ059784.1	=	NW_003100529.1	Primary Assembly	4516	na
ChrU_7072567	unplaced-scaffold	na	na	GJ059785.1	=	NW_003100530.1	Primary Assembly	2975	na
ChrU_7075642	unplaced-scaffold	na	na	GJ059786.1	=	NW_003100531.1	Primary Assembly	5443	na
ChrU_7081185	unplaced-scaffold	na	na	GJ059787.1	=	NW_003100532.1	Primary Assembly	10624	na
ChrU_7091909	unplaced-scaffold	na	na	GJ059788.1	=	NW_003100533.1	Primary Assembly	7610	na
ChrU_7099619	unplaced-scaffold	na	na	GJ059789.1	=	NW_003100534.1	Primary Assembly	4059	na
ChrU_7103778	unplaced-scaffold	na	na	GJ059790.1	=	NW_003100535.1	Primary Assembly	6887	na
ChrU_7110765	unplaced-scaffold	na	na	GJ059791.1	=	NW_003100536.1	Primary Assembly	2502	na
ChrU_7113367	unplaced-scaffold	na	na	GJ059792.1	=	NW_003100537.1	Primary Assembly	4773	na
ChrU_7118240	unplaced-scaffold	na	na	GJ059793.1	=	NW_003100538.1	Primary Assembly	5006	na
ChrU_7123346	unplaced-scaffold	na	na	GJ059794.1	=	NW_003100539.1	Primary Assembly	3492	na
ChrU_7126938	unplaced-scaffold	na	na	GJ059795.1	=	NW_003100540.1	Primary Assembly	2946	na
ChrU_7129984	unplaced-scaffold	na	na	GJ059796.1	=	NW_003100541.1	Primary Assembly	4645	na
ChrU_7134729	unplaced-scaffold	na	na	GJ059797.1	=	NW_003100542.1	Primary Assembly	8406	na
ChrU_7143235	unplaced-scaffold	na	na	GJ059798.1	=	NW_003100543.1	Primary Assembly	7905	na
ChrU_7151240	unplaced-scaffold	na	na	GJ059799.1	=	NW_003100544.1	Primary Assembly	4499	na
ChrU_7155839	unplaced-scaffold	na	na	GJ059800.1	=	NW_003100545.1	Primary Assembly	3960	na
ChrU_7159899	unplaced-scaffold	na	na	GJ059801.1	=	NW_003100546.1	Primary Assembly	4452	na
ChrU_7164451	unplaced-scaffold	na	na	GJ059802.1	=	NW_003100547.1	Primary Assembly	35063	na
ChrU_7199614	unplaced-scaffold	na	na	GJ059803.1	=	NW_003100548.1	Primary Assembly	5277	na
ChrU_7204991	unplaced-scaffold	na	na	GJ059804.1	=	NW_003100549.1	Primary Assembly	4361	na
ChrU_7209452	unplaced-scaffold	na	na	GJ059805.1	=	NW_003100550.1	Primary Assembly	9639	na
ChrU_7219191	unplaced-scaffold	na	na	GJ059806.1	=	NW_003100551.1	Primary Assembly	8180	na
ChrU_7227471	unplaced-scaffold	na	na	GJ059807.1	=	NW_003100552.1	Primary Assembly	8820	na
ChrU_7236391	unplaced-scaffold	na	na	GJ059808.1	=	NW_003100553.1	Primary Assembly	4845	na
ChrU_7241336	unplaced-scaffold	na	na	GJ059809.1	=	NW_003100554.1	Primary Assembly	10038	na
ChrU_7251474	unplaced-scaffold	na	na	GJ059810.1	=	NW_003100555.1	Primary Assembly	12500	na
ChrU_7264074	unplaced-scaffold	na	na	GJ059811.1	=	NW_003100556.1	Primary Assembly	12236	na
ChrU_7276410	unplaced-scaffold	na	na	GJ059812.1	=	NW_003100557.1	Primary Assembly	7656	na
ChrU_7284166	unplaced-scaffold	na	na	GJ059813.1	=	NW_003100558.1	Primary Assembly	14467	na
ChrU_7298733	unplaced-scaffold	na	na	GJ059814.1	=	NW_003100559.1	Primary Assembly	3999	na
ChrU_7302832	unplaced-scaffold	na	na	GJ059815.1	=	NW_003100560.1	Primary Assembly	8731	na
ChrU_7311663	unplaced-scaffold	na	na	GJ059816.1	=	NW_003100561.1	Primary Assembly	2414	na
ChrU_7314177	unplaced-scaffold	na	na	GJ059817.1	=	NW_003100562.1	Primary Assembly	3252	na
ChrU_7317529	unplaced-scaffold	na	na	GJ059818.1	=	NW_003100563.1	Primary Assembly	3693	na
ChrU_7321322	unplaced-scaffold	na	na	GJ059819.1	=	NW_003100564.1	Primary Assembly	8053	na
