tRNA	Mouse_Brain_M4_plusAlkB	Mouse_Brain_M5_plusAlkB	Mouse_Brain_M6_plusAlkB	x	x	x	M_dm_Liver_M4_plusAlkB	M_dm_Liver_M5_plusAlkB	M_dm_Liver_M6_plusAlkB
Mir141	0	0	0	x	x	x	0	0	0
Mir200c	0.686263788	0.493794998	0	x	x	x	0	0	0
Rnu7	48.03846514	35.05944489	26.98775199	x	x	x	0	1.464338973	4.453922842
Gm23751	511.9527856	613.2933881	284.9589107	x	x	x	12.67731385	19.03640665	23.22402625
Scarna10	142.7428678	172.3344545	99.21967643	x	x	x	12.67731385	9.884288069	7.317158955
Gm22362	223.035731	300.7211541	130.9699729	x	x	x	6.338656926	7.321694866	6.362746917
n-R5s166	3.431318938	3.456564989	1.587514823	x	x	x	19.01597078	15.37555922	12.08921914
n-R5s167	2.058791363	1.975179994	0.793757411	x	x	x	25.3546277	5.491271149	9.22598303
Gm23403	0	0	0	x	x	x	0	0	0
Gm23375	0	0	0	x	x	x	0	0	0
Gm25780	2.058791363	2.468974992	0.793757411	x	x	x	6.338656926	4.39301692	1.590686729
Gm23456	0.686263788	0	2.381272234	x	x	x	0	1.09825423	0
Gm24414	328.0340905	285.4135091	257.9711587	x	x	x	12.67731385	38.43889805	35.94952008
Gm24909	0	0	0	x	x	x	0	0	0
Snord23	34.99945317	36.04703489	36.51284093	x	x	x	50.70925541	39.17106753	63.30933182
n-R5s151	111.1747336	116.0418246	156.3702101	x	x	x	494.4152402	272.367049	207.1074121
Gm25815	0	0	0	x	x	x	25.3546277	2.928677946	2.863236113
Gm24715	0	0.493794998	3.175029646	x	x	x	0	0.732169487	1.272549383
Gm24464	15.09780333	10.36969497	18.25642046	x	x	x	19.01597078	15.00947448	6.680884263
Gm25134	6.176374089	5.925539981	3.968787057	x	x	x	88.74119696	62.6004911	42.312267
n-R5s152	0	0.493794998	0.793757411	x	x	x	0	2.928677946	2.545098767
Gm24865	0	0	0	x	x	x	6.338656926	0	0
Gm23921	0.686263788	0.987589997	0	x	x	x	0	0	0
AF357399	3027.795831	3083.25597	1500.995265	x	x	x	158.4664231	162.9077108	155.2510248
Gm23103	6.176374089	8.394514974	6.350059292	x	x	x	6.338656926	2.928677946	3.181373459
Gm25259	0	0	0.793757411	x	x	x	6.338656926	2.19650846	2.226961421
Gm22638	0	0.987589997	2.381272234	x	x	x	6.338656926	4.39301692	1.590686729
Gm24797	2.058791363	0.493794998	0.793757411	x	x	x	6.338656926	0	0.954412038
Gm26247	22.64670499	25.67733992	21.43145011	x	x	x	19.01597078	5.491271149	10.49853241
Snord88c	13.72527575	12.34487496	20.6376927	x	x	x	19.01597078	10.61645756	9.862257721
Snord88a	21.27417742	13.82625996	20.6376927	x	x	x	25.3546277	10.9825423	13.04363118
Gm23991	80.29286316	83.45135474	100.8071913	x	x	x	19.01597078	18.67032191	33.72255866
Mir150	4.803846514	7.406924977	15.08139082	x	x	x	0	0	0.636274692
Snord35b	202.4478174	190.6048694	179.389175	x	x	x	69.72522619	10.61645756	12.08921914
Snord35a	714.400603	709.0896178	726.2880315	x	x	x	164.8050801	83.83340621	113.8931698
Snord34	48.03846514	12.34487496	18.25642046	x	x	x	12.67731385	7.321694866	4.135785496
Snord33	1079.492938	1014.748722	1045.378511	x	x	x	202.8370216	197.6857614	230.0133011
Snord32a	196.9577071	194.0614344	213.5207437	x	x	x	82.40254004	59.67181316	57.5828596
Gm22133	0	0	0	x	x	x	6.338656926	14.64338973	20.36079013
Gm22969	267.6428772	228.6270843	212.7269863	x	x	x	12.67731385	21.23291511	25.45098767
Gm25326	0	7.406924977	3.175029646	x	x	x	6.338656926	5.491271149	0.954412038
Gm22444	45.97967377	53.32985983	43.65665763	x	x	x	6.338656926	24.5276778	18.77010341
Gm22496	2.745055151	1.481384995	5.55630188	x	x	x	0	0	0
Gm25648	9.607693027	11.35728496	19.05017788	x	x	x	0	0	0
Gm24306	4.803846514	0	1.587514823	x	x	x	0	0	0
Gm25934	39.1170359	54.81124483	58.73804845	x	x	x	0	0	0
Gm25156	150.9780333	82.46376474	121.444884	x	x	x	0	0	0
Gm26488	24.01923257	18.27041494	28.57526681	x	x	x	0	0	0
Gm24220	24.01923257	18.27041494	28.57526681	x	x	x	0	0	0
Gm24653	2.745055151	5.431744983	5.55630188	x	x	x	0	0	0
Gm24969	0	3.950359988	3.968787057	x	x	x	0	0	0
Gm24417	2.745055151	5.431744983	5.55630188	x	x	x	0	0	0
Gm25121	7.548901664	4.937949984	11.11260376	x	x	x	0	0	0
Gm24657	61.76374089	63.6995548	50.80047433	x	x	x	0	0	0
Gm26230	25.39176014	26.66492992	18.25642046	x	x	x	0	0	0
Gm23922	61.0774771	63.6995548	50.80047433	x	x	x	0	0	0
Gm25314	26.07802393	43.94775486	40.48162798	x	x	x	0	0	0
Gm26096	13.03901197	18.76420994	19.05017788	x	x	x	0	0	0
Gm22996	61.0774771	63.6995548	50.80047433	x	x	x	0	0	0
Gm26499	13.03901197	18.76420994	19.05017788	x	x	x	0	0	0
Gm25646	18.52912227	12.34487496	19.84393529	x	x	x	0	0	0
Gm26498	25.39176014	26.66492992	18.25642046	x	x	x	0	0	0
Gm23660	1.372527575	3.456564989	0	x	x	x	0	0	0
Gm23933	5.490110301	5.925539981	9.525088938	x	x	x	0	0	0
Gm24862	210.6829828	172.8282495	220.6645604	x	x	x	0	0	0
Gm24866	600.4808142	516.5095684	739.7819075	x	x	x	0	0	0
Gm26466	17.84285848	6.913129978	7.143816703	x	x	x	0	0	0
Gm24799	73.43022528	44.44154986	54.76926139	x	x	x	0	0	0
Gm25463	597.0494953	515.0281834	742.1631797	x	x	x	0	0	0
Gm24528	601.167078	515.5219784	741.3694223	x	x	x	0	0	0
Gm23356	600.4808142	516.0157734	742.1631797	x	x	x	0	0	0
Gm25449	194.2126519	192.0862544	185.7392343	x	x	x	0	0	0
Gm24872	598.4220229	515.5219784	742.1631797	x	x	x	0	0	0
Gm26337	34.31318938	25.67733992	40.48162798	x	x	x	0	0	0
Gm23145	126.2725369	87.89550972	103.9822209	x	x	x	0	0	0
Gm22130	186.6637502	161.9647595	227.8083771	x	x	x	0	0	0
Gm25988	79.60659937	78.01960975	92.86961714	x	x	x	0	0	0
Gm25221	79.60659937	78.01960975	92.86961714	x	x	x	0	0	0
Gm26389	186.6637502	161.9647595	227.8083771	x	x	x	0	0	0
Gm23471	79.60659937	78.01960975	92.86961714	x	x	x	0	0	0
Gm25120	56.95989438	50.86088484	67.46937997	x	x	x	0	0	0
Gm24418	4.803846514	0.987589997	3.175029646	x	x	x	0	0	0
Gm23687	186.6637502	161.9647595	227.8083771	x	x	x	0	0	0
Gm22393	186.6637502	161.9647595	227.8083771	x	x	x	0	0	0
Gm24639	4.803846514	0.987589997	3.175029646	x	x	x	0	0	0
Gm24566	186.6637502	161.9647595	227.8083771	x	x	x	0	0	0
Gm22111	186.6637502	161.9647595	227.8083771	x	x	x	0	0	0
Gm23076	4.803846514	0.987589997	3.175029646	x	x	x	0	0	0
Gm25874	33.6269256	25.18354492	23.81272234	x	x	x	0	0	0
Gm25088	4.117582726	0	0	x	x	x	0	0	0
Gm22510	52.84231165	56.29262982	87.31331526	x	x	x	0	0	0
Gm24983	1.372527575	5.925539981	3.175029646	x	x	x	0	0	0
Gm24027	597.7357591	516.5095684	740.5756649	x	x	x	0	0	0
Gm22524	597.7357591	515.5219784	742.1631797	x	x	x	0	0	0
Gm22630	599.1082866	516.0157734	742.1631797	x	x	x	0	0	0
Gm25741	599.7945504	517.9909534	740.5756649	x	x	x	0	0	0
Gm26059	597.7357591	516.5095684	740.5756649	x	x	x	0	0	0
Gm25175	109.1159422	67.15611979	97.63216161	x	x	x	0	0	0
Gm22511	599.7945504	517.0033634	739.7819075	x	x	x	0	0	0
Gm25077	4.803846514	0.987589997	3.175029646	x	x	x	0	0	0
Gm22834	323.9165078	291.8328441	427.0414874	x	x	x	0	0	0
Gm24926	98.13572164	83.94514974	84.93204303	x	x	x	0	0	0
Gm26200	27.45055151	23.20836493	28.57526681	x	x	x	0	0	0
Gm22632	97.44945785	83.94514974	85.72580044	x	x	x	0	0	0
Gm23254	6.862637877	13.82625996	19.05017788	x	x	x	0	0	0
Gm26390	52.15604786	56.29262982	87.31331526	x	x	x	0	0	0
Gm26366	54.21483923	48.39190985	49.21295951	x	x	x	0	0	0
Gm26336	52.84231165	56.29262982	87.31331526	x	x	x	0	0	0
Gm26283	819.3989625	634.526573	881.8644841	x	x	x	0	0	0
Gm25098	599.7945504	516.5095684	741.3694223	x	x	x	0	0	0
Gm24702	599.7945504	517.0033634	739.7819075	x	x	x	0	0	0
Gm26432	76.86154422	64.6871448	69.0568948	x	x	x	0	0	0
Gm25462	597.7357591	517.4971584	740.5756649	x	x	x	0	0	0
Gm24495	64.50879604	56.78642482	82.55077079	x	x	x	0	0	0
Gm25523	601.167078	516.5095684	742.1631797	x	x	x	0	0	0
Gm22255	644.4016966	591.0726131	834.2390395	x	x	x	0	0	0
Gm23449	80.29286316	78.01960975	92.86961714	x	x	x	0	0	0
Gm23310	210.6829828	172.8282495	220.6645604	x	x	x	0	0	0
Gm25461	210.6829828	172.8282495	220.6645604	x	x	x	0	0	0
Gm24310	14.41153954	9.38210497	14.28763341	x	x	x	0	0	0
Gm22909	598.4220229	517.4971584	741.3694223	x	x	x	0	0	0
Gm25823	45.97967377	24.19595492	39.68787057	x	x	x	0	0	0
Gm25647	45.97967377	24.19595492	39.68787057	x	x	x	0	0	0
Gm22252	7.548901664	16.29523495	20.6376927	x	x	x	0	0	0
Gm26392	599.7945504	517.0033634	740.5756649	x	x	x	0	0	0
Gm24219	597.7357591	515.0281834	741.3694223	x	x	x	0	0	0
Gm25230	598.4220229	515.5219784	740.5756649	x	x	x	0	0	0
Gm22627	598.4220229	515.0281834	742.1631797	x	x	x	0	0	0
Gm24585	598.4220229	515.5219784	740.5756649	x	x	x	0	0	0
Gm23305	100.8807768	102.2155647	107.951008	x	x	x	0	0	0
Gm24206	599.7945504	513.5467984	739.7819075	x	x	x	0	0	0
Gm25085	100.8807768	102.2155647	108.7447654	x	x	x	0	0	0
Gm25209	597.7357591	515.0281834	741.3694223	x	x	x	0	0	0
Gm23682	819.3989625	634.526573	881.8644841	x	x	x	0	0	0
Gm24654	820.0852263	634.526573	881.8644841	x	x	x	0	0	0
Gm26334	601.167078	517.4971584	740.5756649	x	x	x	0	0	0
Gm25742	598.4220229	517.0033634	740.5756649	x	x	x	0	0	0
Gm25585	817.3401711	634.526573	881.8644841	x	x	x	0	0	0
Gm25840	819.3989625	634.526573	881.0707267	x	x	x	0	0	0
Gm25089	423.424757	372.3214288	532.6112231	x	x	x	0	0	0
Gm24040	818.0264349	634.526573	880.2769693	x	x	x	0	0	0
Gm22050	818.7126987	634.032778	881.8644841	x	x	x	0	0	0
Gm23286	819.3989625	634.032778	881.0707267	x	x	x	0	0	0
Gm24021	819.3989625	634.526573	881.0707267	x	x	x	0	0	0
Gm22274	818.0264349	634.526573	881.0707267	x	x	x	0	0	0
Gm24652	820.0852263	634.526573	881.8644841	x	x	x	0	0	0
Gm23618	819.3989625	634.526573	880.2769693	x	x	x	0	0	0
Gm23688	819.3989625	634.526573	881.0707267	x	x	x	0	0	0
Gm24570	820.0852263	634.526573	881.0707267	x	x	x	0	0	0
Gm26467	59.70494953	52.34226984	61.91307809	x	x	x	0	0	0
Gm25194	97.44945785	69.13129978	103.9822209	x	x	x	0	0	0
Gm22640	820.0852263	634.526573	881.8644841	x	x	x	0	0	0
Gm24952	820.0852263	634.526573	880.2769693	x	x	x	0	0	0
Gm25087	59.70494953	52.34226984	61.91307809	x	x	x	0	0	0
Gm23944	819.3989625	634.526573	881.0707267	x	x	x	0	0	0
Gm22629	815.9676435	634.526573	881.8644841	x	x	x	0	0	0
Gm26374	818.7126987	634.032778	880.2769693	x	x	x	0	0	0
Gm26284	818.7126987	634.032778	881.0707267	x	x	x	0	0	0
Gm25452	820.0852263	634.032778	880.2769693	x	x	x	0	0	0
Gm25984	818.0264349	634.526573	881.0707267	x	x	x	0	0	0
Gm25146	599.1082866	515.5219784	739.7819075	x	x	x	0	0	0
Gm24759	599.7945504	517.9909534	741.3694223	x	x	x	0	0	0
Gm24100	12.35274818	26.66492992	30.95653905	x	x	x	0	0	0
Gm22253	27.45055151	12.83866996	23.01896493	x	x	x	0	0	0
Gm25017	820.0852263	634.526573	880.2769693	x	x	x	0	0	0
Gm23575	599.1082866	515.5219784	740.5756649	x	x	x	0	0	0
Gm22391	13.03901197	21.72697993	25.40023717	x	x	x	0	0	0
Gm22449	599.7945504	515.0281834	738.9881501	x	x	x	0	0	0
Gm24137	13.03901197	21.72697993	25.40023717	x	x	x	0	0	0
Gm22912	599.7945504	517.0033634	742.1631797	x	x	x	0	0	0
Gm25710	599.1082866	514.5343884	742.9569371	x	x	x	0	0	0
Gm26434	599.7945504	515.5219784	739.7819075	x	x	x	0	0	0
Gm23560	599.1082866	516.5095684	740.5756649	x	x	x	0	0	0
Gm25870	8.92142924	2.962769991	6.350059292	x	x	x	0	0	0
Gm26504	213.428038	116.0418246	188.1205065	x	x	x	0	0	0
Gm22285	214.1143018	120.9797746	189.7080213	x	x	x	0	0	0
Gm22131	5.490110301	2.468974992	7.937574115	x	x	x	0	0	0
Gm24153	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm24609	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm24264	14.41153954	5.925539981	15.08139082	x	x	x	0	0	0
Gm25155	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm25816	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm23767	6.862637877	0.987589997	3.968787057	x	x	x	0	0	0
Gm22417	198.3302346	117.5232096	142.8763341	x	x	x	0	0	0
Gm22584	5.490110301	4.444154986	7.937574115	x	x	x	0	0	0
Gm26270	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm23089	118.0373715	76.04442976	76.99446891	x	x	x	0	0	0
Gm24711	118.0373715	76.04442976	76.99446891	x	x	x	0	0	0
Gm26188	118.0373715	76.04442976	76.99446891	x	x	x	0	0	0
Gm23265	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm24518	12.35274818	13.82625996	15.08139082	x	x	x	0	0	0
Gm25944	2.058791363	4.937949984	7.937574115	x	x	x	0	0	0
Gm23953	14.41153954	8.394514974	12.70011858	x	x	x	0	0	0
Gm26332	14.41153954	8.394514974	12.70011858	x	x	x	0	0	0
Gm26032	5.490110301	1.975179994	7.143816703	x	x	x	0	0	0
Gm22863	14.41153954	8.394514974	12.70011858	x	x	x	0	0	0
Gm24618	14.41153954	8.394514974	12.70011858	x	x	x	0	0	0
Gm22046	5.490110301	1.975179994	7.143816703	x	x	x	0	0	0
Gm24760	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm25350	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm26502	113.9197888	72.58786477	77.78822632	x	x	x	0	0	0
Gm23313	113.9197888	72.58786477	77.78822632	x	x	x	0	0	0
Gm25471	5.490110301	1.975179994	7.143816703	x	x	x	0	0	0
Gm22776	1.372527575	0	3.175029646	x	x	x	0	0	0
Gm23446	113.9197888	72.58786477	77.78822632	x	x	x	0	0	0
Gm25210	5.490110301	1.975179994	7.143816703	x	x	x	0	0	0
Gm22128	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm25157	45.97967377	14.81384995	26.19399458	x	x	x	0	0	0
Gm25474	21.27417742	13.33246496	18.25642046	x	x	x	0	0	0
Gm22941	45.97967377	14.81384995	26.19399458	x	x	x	0	0	0
Gm26246	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm22047	21.27417742	13.33246496	18.25642046	x	x	x	0	0	0
Gm25597	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm26097	2.058791363	4.937949984	0.793757411	x	x	x	0	0	0
Gm22258	45.97967377	14.81384995	26.19399458	x	x	x	0	0	0
Gm26201	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm23619	21.27417742	13.33246496	18.25642046	x	x	x	0	0	0
Gm22812	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm26433	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm23357	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm25615	15.09780333	9.875899969	10.31884635	x	x	x	0	0	0
Gm22110	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm23724	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm22188	8.92142924	2.962769991	1.587514823	x	x	x	0	0	0
Gm23549	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Snord116l2	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm26223	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm23524	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm26136	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm24658	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm23359	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm24742	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Snord116l1	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Gm22173	114.6060525	71.60027477	75.40695409	x	x	x	0	0	0
Gm23696	198.3302346	117.5232096	142.8763341	x	x	x	0	0	0
Gm26094	214.1143018	121.9673646	190.5017788	x	x	x	0	0	0
Snord64	56.95989438	49.87329484	53.18174657	x	x	x	12.67731385	1.464338973	3.181373459
Snord107	72.74396149	88.38930472	78.58198374	x	x	x	0	0	0.318137346
Gm23957	0	0	0	x	x	x	0	0	0.636274692
Gm23795	0	5.431744983	2.381272234	x	x	x	0	2.928677946	2.545098767
Gm23815	44.6071462	52.83606483	37.30659834	x	x	x	6.338656926	24.89376254	19.08824075
Gm26176	0	0	0.793757411	x	x	x	12.67731385	2.562593203	2.545098767
Mir7-2	13.03901197	6.913129978	8.731331526	x	x	x	0	0	0.318137346
Mir9-3	10.9802206	6.913129978	9.525088938	x	x	x	0	0	0
Mir1839	159.2131987	188.1358944	82.55077079	x	x	x	12.67731385	37.70672856	28.63236113
Gm25907	0	0	0	x	x	x	0	0	0
Gm25790	1111.747336	1093.262127	918.3773251	x	x	x	259.884934	363.1560653	359.4952008
Gm23928	14.41153954	12.34487496	19.84393529	x	x	x	354.9647879	143.1391346	105.9397362
Gm23884	0	0.493794998	0	x	x	x	0	2.562593203	0
Gm24412	0	0	0	x	x	x	0	1.830423716	0.636274692
Snord15b	3295.438708	3387.927484	1870.092461	x	x	x	202.8370216	126.6653212	110.7117964
Snord15a	298.5247476	202.4559494	80.96325597	x	x	x	44.37059848	49.42144034	34.99510804
n-R5s156	631.3626847	433.5520086	618.3370235	x	x	x	1800.178567	906.0597397	882.8311347
Mir139	1.372527575	0.987589997	0.793757411	x	x	x	0	0	0.636274692
Gm23973	13.03901197	19.25800494	7.937574115	x	x	x	25.3546277	19.76857614	11.7710818
Gm25405	1454.192966	1414.722671	1212.067567	x	x	x	158.4664231	235.0264052	222.3780047
Gm25450	0	5.431744983	0	x	x	x	0	0.366084743	1.590686729
Snora3	596.3632315	614.7747731	319.0904794	x	x	x	57.04791233	76.51171135	63.30933182
Gm24888	1673.797378	1636.436625	797.7261985	x	x	x	31.69328463	109.0932535	91.62355561
Gm22822	1373.900103	1313.988491	1188.254845	x	x	x	145.7891093	183.7745411	180.0657378
Gm23100	0.686263788	0.987589997	0	x	x	x	12.67731385	3.29476269	4.135785496
Gm25636	248.4274911	269.1182742	118.2698543	x	x	x	12.67731385	9.518203326	5.408334879
Snora23	428.9148673	490.8322285	206.376927	x	x	x	76.06388311	138.0139482	92.57796764
Gm23262	136.5664937	107.1535147	50.80047433	x	x	x	50.70925541	34.41196587	36.58579477
Gm23345	4.117582726	1.975179994	0.793757411	x	x	x	6.338656926	2.562593203	2.545098767
AC102758.1	0	0	0	x	x	x	0	0	0
Snord14a	32.94066181	31.1090849	20.6376927	x	x	x	6.338656926	6.955610123	4.135785496
Gm26054	0	0.987589997	0.793757411	x	x	x	6.338656926	1.830423716	2.545098767
Gm25683	0.686263788	0	2.381272234	x	x	x	0	0	0
Gm24596	52.84231165	71.10647978	58.73804845	x	x	x	202.8370216	247.8393712	239.8755588
Snora30	6942.93074	7188.173792	3332.193613	x	x	x	57.04791233	70.65435546	58.85540898
n-R5s159	9.607693027	5.431744983	17.46266305	x	x	x	152.1277662	62.96657585	65.2181559
Gm22019	0	0	0	x	x	x	0	0	0
Mir210	0.686263788	0	0	x	x	x	0	0	0
Snora52	1708.110568	1514.963055	649.2935626	x	x	x	25.3546277	52.71620303	44.53922842
Gm23297	105.6846233	160.9771695	100.8071913	x	x	x	63.38656926	48.32318612	28.95049847
Gm22739	28.13681529	14.32005495	20.6376927	x	x	x	278.9009047	94.44986377	71.89904016
Gm25635	6.862637877	9.38210497	3.175029646	x	x	x	0	1.09825423	2.226961421
Gm25682	101.5670406	76.04442976	67.46937997	x	x	x	126.7731385	66.62742328	63.30933182
Gm23680	48.03846514	29.62769991	56.35677621	x	x	x	240.8689632	113.8523552	89.39659418
Gm23044	31.56813423	28.64010991	23.01896493	x	x	x	120.4344816	61.86832162	60.76423306
Gm22995	0	0	0	x	x	x	0	0.366084743	0
Gm25256	1186.550089	1160.912041	950.9213789	x	x	x	266.2235909	378.1655398	370.3118706
Snora33	183.9186951	240.4781642	112.7135524	x	x	x	19.01597078	18.30423716	24.81471298
Snord100	111.1747336	107.6473097	129.3824581	x	x	x	38.03194156	6.955610123	13.36176853
Gm23130	2526.823266	2119.861928	2013.762553	x	x	x	627.5270357	417.3366074	681.7683322
Gm23410	2.745055151	5.431744983	4.762544469	x	x	x	6.338656926	1.09825423	3.181373459
Gm23757	0	0	0	x	x	x	0	0	0.318137346
Gm22623	194.8989157	178.2599944	157.1639675	x	x	x	19.01597078	39.53715228	37.54020681
Gm24168	0.686263788	2.468974992	0	x	x	x	12.67731385	2.928677946	3.181373459
n-R5s76	0	1.481384995	3.175029646	x	x	x	6.338656926	6.589525379	6.999021609
Rnu3a	394.6016779	351.0882439	281.7838811	x	x	x	228.1916493	289.5730319	184.5196606
Gm23766	50.0972565	40.98498487	60.32556327	x	x	x	88.74119696	66.62742328	61.7186451
Gm25650	2.058791363	0	0.793757411	x	x	x	0	0	0
Gm23883	0	0	0	x	x	x	0	0	0
Snord98	24.70549636	21.23318493	34.9253261	x	x	x	12.67731385	26.35810152	18.13382871
Gm24486	1075.375355	1051.783347	863.6080637	x	x	x	76.06388311	157.0503549	165.4314198
Gm25545	0	0.987589997	0	x	x	x	12.67731385	0.732169487	0.636274692
n-R5s77	233.3296878	238.5029842	238.9209809	x	x	x	652.8816634	340.0927265	297.4584184
Gm22514	0.686263788	0.493794998	0	x	x	x	12.67731385	0.732169487	1.272549383
Gm25164	0	0	0.793757411	x	x	x	0	0	1.272549383
AC025913.1	0	0	0	x	x	x	0	0	0
Gm25794	37.74450832	39.50359988	31.75029646	x	x	x	145.7891093	87.86033839	93.21424233
Gm24019	426.8560759	436.5147786	360.3658648	x	x	x	228.1916493	318.4937267	313.683423
Gm26243	422.7384932	435.0333936	364.3346519	x	x	x	228.1916493	321.7884894	311.4564616
Snord37	18.52912227	26.66492992	29.36902422	x	x	x	76.06388311	61.86832162	59.80982102
Mir3057	0	0	0	x	x	x	0	0	0
Gm25745	0	0	0	x	x	x	0	0	0.954412038
Gm23191	2.058791363	0	0	x	x	x	0	0	0.636274692
Gm24119	234.7022154	200.9745644	117.4760969	x	x	x	12.67731385	26.72418626	21.95147686
Gm26239	0	0.493794998	0	x	x	x	0	0.366084743	0.318137346
Mir331	0.686263788	0.987589997	0	x	x	x	0	0	0
Mir3058	0	0	0	x	x	x	0	0	0
Gm25587	19.21538605	9.875899969	38.89411316	x	x	x	57.04791233	45.39450817	47.40246453
Gm23105	0.686263788	0.493794998	0	x	x	x	0	0.732169487	0
Gm23041	0	0	0	x	x	x	0	0	0
Gm25117	768.6154422	812.2927724	754.0695409	x	x	x	38.03194156	30.01894895	26.40539971
Gm22507	0.686263788	3.950359988	0.793757411	x	x	x	6.338656926	4.39301692	2.226961421
Gm25709	1463.114395	1423.610981	1211.27381	x	x	x	316.9328463	419.1670311	399.262369
Gm23632	0	0	0	x	x	x	0	0	0
mmu-mir-8104	0	0	0	x	x	x	0	0	0
Mirlet7i	2.745055151	2.962769991	2.381272234	x	x	x	0	0	0.954412038
Gm22958	3.431318938	0	0.793757411	x	x	x	0	0	1.590686729
mmu-mir-378d	0	0	0	x	x	x	0	0	0
Mir26a-2	0	0.987589997	0.793757411	x	x	x	0	0.366084743	0
Mir546	0	0	0	x	x	x	0	0	0
Gm25206	73.43022528	79.99478975	73.02568185	x	x	x	25.3546277	70.28827071	52.49266207
Mir677	72.05769771	71.10647978	53.18174657	x	x	x	69.72522619	55.27879624	35.94952008
Gm23793	0	0	0	x	x	x	19.01597078	2.928677946	0.954412038
Gm26445	0	0	0	x	x	x	0	0	1.272549383
Rprl3	0	0	0	x	x	x	0	0	0.636274692
Gm26102	0	0	0.793757411	x	x	x	12.67731385	0.732169487	0
n-R5s93	6.862637877	6.913129978	7.937574115	x	x	x	38.03194156	7.321694866	13.04363118
Gm26427	1362.233619	1292.261511	1160.473336	x	x	x	133.1117954	174.9885073	174.3392655
DAOA-AS1_2	0	0	0	x	x	x	0	0	0
n-R5s95	0	0.493794998	0	x	x	x	0	2.562593203	0.636274692
Gm24698	1026.650626	1131.778136	550.0738861	x	x	x	25.3546277	20.13466088	13.67990587
AC121131.2	0	0	0	x	x	x	0	0.366084743	0
Mir486	2.745055151	0	3.175029646	x	x	x	0	0	0.636274692
Snord13	770.6742336	630.576213	584.2054548	x	x	x	456.3832987	452.8468275	454.3001299
Gm23539	0	0	0	x	x	x	0	0	0
Gm24727	73.43022528	67.15611979	47.62544469	x	x	x	6.338656926	9.518203326	3.181373459
Gm25126	0	0.493794998	0	x	x	x	0	3.660847433	0.318137346
Gm23812	0	0	0	x	x	x	0	0	0
n-R5s96	0	0	0	x	x	x	0	1.464338973	1.908824075
Gm25813	9543.870495	8401.428104	9375.862544	x	x	x	1876.24245	1577.459159	1182.198377
Gm25403	0	0	0	x	x	x	0	2.562593203	0
Gm24205	899.6918256	873.5233523	737.4006353	x	x	x	44.37059848	86.39599942	95.12306641
Gm22018	0	0.493794998	0.793757411	x	x	x	0	0	0
Snora68	10351.60297	9600.856155	4935.583584	x	x	x	202.8370216	350.7091841	342.6339215
Gm25052	0	0.987589997	0	x	x	x	0	0	1.590686729
mmu-mir-7068	4.117582726	0	3.175029646	x	x	x	0	0	0
Mir181d	0	0	0	x	x	x	0	0	0
Mir23a	0	0	1.587514823	x	x	x	0	0	0
Mir27a	0	0.493794998	0	x	x	x	0	0	1.272549383
Mir24-2	21.27417742	20.73938993	28.57526681	x	x	x	25.3546277	3.660847433	5.408334879
Gm23626	0	0	0	x	x	x	0	2.19650846	1.272549383
Gm25506	693.1264256	562.9262982	792.1698966	x	x	x	266.2235909	338.2623028	340.7250974
Gm23388	4.803846514	6.41933498	6.350059292	x	x	x	19.01597078	3.660847433	4.453922842
Gm24490	2.058791363	0	0	x	x	x	19.01597078	0	0.318137346
Gm26331	94.7044027	103.2031547	95.25088938	x	x	x	19.01597078	35.87630484	27.67794909
Mir138-2	91.95934755	69.62509478	60.32556327	x	x	x	0	0	0
Gm26493	612.8335624	670.5736079	322.2655091	x	x	x	19.01597078	73.94911815	51.22011268
Gm23494	0	0.493794998	3.175029646	x	x	x	0	0	0
Gm24693	1004.003921	963.887837	795.3449263	x	x	x	50.70925541	115.6827789	120.2559167
